indicator,date,value_mlnrub,sheet
    депозиты юридических лиц*,2023-01-04,22884946.0,в рублях
    депозиты юридических лиц*,2023-01-05,22706093.0,в рублях
    депозиты юридических лиц*,2023-01-06,22912225.0,в рублях
    депозиты юридических лиц*,2023-01-07,23189218.0,в рублях
    депозиты юридических лиц*,2023-01-08,23679685.0,в рублях
    депозиты юридических лиц*,2023-01-09,25207611.0,в рублях
    депозиты юридических лиц*,2023-01-10,24734741.0,в рублях
    депозиты юридических лиц*,2023-01-11,25577889.0,в рублях
    депозиты юридических лиц*,2023-01-12,26554198.0,в рублях
    депозиты юридических лиц*,2024-01-01,26945783.0,в рублях
    депозиты юридических лиц*,2024-01-02,29063993.0,в рублях
    депозиты юридических лиц*,2024-01-03,28319616.0,в рублях
    депозиты юридических лиц*,2024-01-04,30033885.0,в рублях
    депозиты юридических лиц*,2024-01-05,30394148.0,в рублях
    депозиты юридических лиц*,2024-01-06,31227835.0,в рублях
    депозиты юридических лиц*,2024-01-07,31688231.0,в рублях
    депозиты юридических лиц*,2024-01-08,31737285.0,в рублях
    депозиты юридических лиц*,2024-01-09,32892852.0,в рублях
    депозиты юридических лиц*,2024-01-10,32864293.0,в рублях
    депозиты юридических лиц*,2024-01-11,34470332.0,в рублях
    депозиты юридических лиц*,2024-01-12,35869776.0,в рублях
    депозиты юридических лиц*,2025-01-01,35636699.0,в рублях
    депозиты юридических лиц*,2025-01-02,34594768.0,в рублях
    депозиты юридических лиц*,2025-01-03,34417005.0,в рублях
    депозиты юридических лиц*,2025-01-04,34425332.0,в рублях
    депозиты юридических лиц*,2025-01-05,34545215.0,в рублях
    депозиты юридических лиц*,2025-01-06,34381150.0,в рублях
    депозиты юридических лиц*,2025-01-07,33547882.0,в рублях
    депозиты юридических лиц*,2025-01-08,33650758.0,в рублях
    депозиты юридических лиц*,2025-01-09,35411040.0,в рублях
    депозиты юридических лиц*,2025-01-10,35227941.0,в рублях
    депозиты юридических лиц*,2025-01-11,36262833.0,в рублях
    депозиты юридических лиц*,2025-01-12,37941624.0,в рублях
    депозиты юридических лиц*,2026-01-01,36011748.0,в рублях
    депозиты юридических лиц*,2026-01-02,35377040.0,в рублях
    депозиты юридических лиц*,2026-01-03,34655659.0,в рублях
    депозиты юридических лиц*,2026-01-04,34224618.0,в рублях
    депозиты юридических лиц*,2026-01-05,34613343.0,в рублях
    средства индивидуальных предпринимателей,2013-01-02,162579.0,в рублях
    средства индивидуальных предпринимателей,2013-01-03,157015.0,в рублях
    средства индивидуальных предпринимателей,2013-01-04,156114.0,в рублях
    средства индивидуальных предпринимателей,2013-01-05,147723.0,в рублях
    средства индивидуальных предпринимателей,2013-01-06,157452.0,в рублях
    средства индивидуальных предпринимателей,2013-01-07,166412.0,в рублях
    средства индивидуальных предпринимателей,2013-01-08,165762.0,в рублях
    средства индивидуальных предпринимателей,2013-01-09,170888.0,в рублях
    средства индивидуальных предпринимателей,2013-01-10,182119.0,в рублях
    средства индивидуальных предпринимателей,2013-01-11,173234.0,в рублях
    средства индивидуальных предпринимателей,2013-01-12,174771.0,в рублях
    средства индивидуальных предпринимателей,2014-01-01,189903.0,в рублях
    средства индивидуальных предпринимателей,2014-01-02,173659.0,в рублях
    средства индивидуальных предпринимателей,2014-01-03,166619.0,в рублях
    средства индивидуальных предпринимателей,2014-01-04,173568.0,в рублях
    средства индивидуальных предпринимателей,2014-01-05,156997.0,в рублях
    средства индивидуальных предпринимателей,2014-01-06,163090.0,в рублях
    средства индивидуальных предпринимателей,2014-01-07,177696.0,в рублях
    средства индивидуальных предпринимателей,2014-01-08,200600.0,в рублях
    средства индивидуальных предпринимателей,2014-01-09,205670.0,в рублях
    средства индивидуальных предпринимателей,2014-01-10,214261.0,в рублях
    средства индивидуальных предпринимателей,2014-01-11,197083.0,в рублях
    средства индивидуальных предпринимателей,2014-01-12,201265.0,в рублях
    средства индивидуальных предпринимателей,2015-01-01,227144.0,в рублях
    средства индивидуальных предпринимателей,2015-01-02,209632.0,в рублях
    средства индивидуальных предпринимателей,2015-01-03,206880.0,в рублях
    средства индивидуальных предпринимателей,2015-01-04,207853.0,в рублях
    средства индивидуальных предпринимателей,2015-01-05,192230.0,в рублях
    средства индивидуальных предпринимателей,2015-01-06,204343.0,в рублях
    средства индивидуальных предпринимателей,2015-01-07,220736.0,в рублях
    средства индивидуальных предпринимателей,2015-01-08,217999.0,в рублях
    средства индивидуальных предпринимателей,2015-01-09,232462.0,в рублях
    средства индивидуальных предпринимателей,2015-01-10,236818.0,в рублях
    средства индивидуальных предпринимателей,2015-01-11,229960.0,в рублях
    средства индивидуальных предпринимателей,2015-01-12,244372.0,в рублях
    средства индивидуальных предпринимателей,2016-01-01,256187.0,в рублях
    средства индивидуальных предпринимателей,2016-01-02,245451.0,в рублях
    средства индивидуальных предпринимателей,2016-01-03,259925.0,в рублях
    средства индивидуальных предпринимателей,2016-01-04,258302.0,в рублях
    средства индивидуальных предпринимателей,2016-01-05,246411.0,в рублях
    средства индивидуальных предпринимателей,2016-01-06,271733.0,в рублях
    средства индивидуальных предпринимателей,2016-01-07,284476.0,в рублях
    средства индивидуальных предпринимателей,2016-01-08,277355.0,в рублях
    средства индивидуальных предпринимателей,2016-01-09,301414.0,в рублях
    средства индивидуальных предпринимателей,2016-01-10,306114.0,в рублях
    средства индивидуальных предпринимателей,2016-01-11,303226.0,в рублях
    средства индивидуальных предпринимателей,2016-01-12,311528.0,в рублях
    средства индивидуальных предпринимателей,2017-01-01,318329.0,в рублях
    средства индивидуальных предпринимателей,2017-01-02,321114.0,в рублях
    средства индивидуальных предпринимателей,2017-01-03,318194.0,в рублях
    средства индивидуальных предпринимателей,2017-01-04,318268.0,в рублях
    средства индивидуальных предпринимателей,2017-01-05,309995.0,в рублях
    средства индивидуальных предпринимателей,2017-01-06,336064.0,в рублях
    средства индивидуальных предпринимателей,2017-01-07,356318.0,в рублях
    средства индивидуальных предпринимателей,2017-01-08,371824.0,в рублях
    средства индивидуальных предпринимателей,2017-01-09,394364.0,в рублях
    средства индивидуальных предпринимателей,2017-01-10,407812.0,в рублях
    средства индивидуальных предпринимателей,2017-01-11,411785.0,в рублях
    средства индивидуальных предпринимателей,2017-01-12,423228.0,в рублях
    средства индивидуальных предпринимателей,2018-01-01,444845.0,в рублях
    средства индивидуальных предпринимателей,2018-01-02,443976.0,в рублях
    средства индивидуальных предпринимателей,2018-01-03,439332.0,в рублях
    средства индивидуальных предпринимателей,2018-01-04,440881.0,в рублях
    средства индивидуальных предпринимателей,2018-01-05,421783.0,в рублях
    средства индивидуальных предпринимателей,2018-01-06,450082.0,в рублях
    средства индивидуальных предпринимателей,2018-01-07,465315.0,в рублях
    средства индивидуальных предпринимателей,2018-01-08,477038.0,в рублях
    средства индивидуальных предпринимателей,2018-01-09,500875.0,в рублях
    средства индивидуальных предпринимателей,2018-01-10,513297.0,в рублях
    средства индивидуальных предпринимателей,2018-01-11,517933.0,в рублях
    средства индивидуальных предпринимателей,2018-01-12,531059.0,в рублях
    средства индивидуальных предпринимателей,2019-01-01,575195.0,в рублях
    средства индивидуальных предпринимателей,2019-01-02,567582.0,в рублях
    средства индивидуальных предпринимателей,2019-01-03,558863.0,в рублях
    средства индивидуальных предпринимателей,2019-01-04,557854.0,в рублях
    средства индивидуальных предпринимателей,2019-01-05,533868.0,в рублях
    средства индивидуальных предпринимателей,2019-01-06,562841.0,в рублях
    средства индивидуальных предпринимателей,2019-01-07,589612.0,в рублях
    средства индивидуальных предпринимателей,2019-01-08,599008.0,в рублях
    средства индивидуальных предпринимателей,2019-01-09,639251.0,в рублях
    средства индивидуальных предпринимателей,2019-01-10,666966.0,в рублях
    средства индивидуальных предпринимателей,2019-01-11,664994.0,в рублях
    средства индивидуальных предпринимателей,2019-01-12,688154.0,в рублях
    средства индивидуальных предпринимателей,2020-01-01,755079.0,в рублях
    средства индивидуальных предпринимателей,2020-01-02,712920.0,в рублях
    средства индивидуальных предпринимателей,2020-01-03,715866.0,в рублях
    средства индивидуальных предпринимателей,2020-01-04,698121.0,в рублях
    средства индивидуальных предпринимателей,2020-01-05,674246.0,в рублях
    средства индивидуальных предпринимателей,2020-01-06,725706.0,в рублях
    средства индивидуальных предпринимателей,2020-01-07,781600.0,в рублях
    средства индивидуальных предпринимателей,2020-01-08,821915.0,в рублях
    средства индивидуальных предпринимателей,2020-01-09,884742.0,в рублях
    средства индивидуальных предпринимателей,2020-01-10,913993.0,в рублях
    средства индивидуальных предпринимателей,2020-01-11,903876.0,в рублях
    средства индивидуальных предпринимателей,2020-01-12,924894.0,в рублях
    средства индивидуальных предпринимателей,2021-01-01,1010370.0,в рублях
    средства индивидуальных предпринимателей,2021-01-02,982550.0,в рублях
    средства индивидуальных предпринимателей,2021-01-03,977224.0,в рублях
    средства индивидуальных предпринимателей,2021-01-04,973391.0,в рублях
    средства индивидуальных предпринимателей,2021-01-05,919785.0,в рублях
    средства индивидуальных предпринимателей,2021-01-06,976285.0,в рублях
    средства индивидуальных предпринимателей,2021-01-07,994992.0,в рублях
    средства индивидуальных предпринимателей,2021-01-08,1001913.0,в рублях
    средства индивидуальных предпринимателей,2021-01-09,1085151.0,в рублях
    средства индивидуальных предпринимателей,2021-01-10,1116920.0,в рублях
    средства индивидуальных предпринимателей,2021-01-11,1108905.0,в рублях
    средства индивидуальных предпринимателей,2021-01-12,1149592.0,в рублях
    средства индивидуальных предпринимателей,2022-01-01,1267897.0,в рублях
    средства индивидуальных предпринимателей,2022-01-02,1220975.0,в рублях
    средства индивидуальных предпринимателей,2022-01-03,1135824.0,в рублях
    средства индивидуальных предпринимателей,2022-01-04,1094703.0,в рублях
    средства индивидуальных предпринимателей,2022-01-05,1077327.0,в рублях
    средства индивидуальных предпринимателей,2022-01-06,1137260.0,в рублях
    средства индивидуальных предпринимателей,2022-01-07,1182342.0,в рублях
    средства индивидуальных предпринимателей,2022-01-08,1209193.0,в рублях
    средства индивидуальных предпринимателей,2022-01-09,1309097.0,в рублях
    средства индивидуальных предпринимателей,2022-01-10,1324939.0,в рублях
    средства индивидуальных предпринимателей,2022-01-11,1332276.0,в рублях
    средства индивидуальных предпринимателей,2022-01-12,1397544.0,в рублях
    средства индивидуальных предпринимателей,2023-01-01,1537212.0,в рублях
    средства индивидуальных предпринимателей,2023-01-02,1530558.0,в рублях
    средства индивидуальных предпринимателей,2023-01-03,1526521.0,в рублях
    средства индивидуальных предпринимателей,2023-01-04,1557525.0,в рублях
    средства индивидуальных предпринимателей,2023-01-05,1528151.0,в рублях
    средства индивидуальных предпринимателей,2023-01-06,1623884.0,в рублях
    средства индивидуальных предпринимателей,2023-01-07,1680291.0,в рублях
    средства индивидуальных предпринимателей,2023-01-08,1714989.0,в рублях
    средства индивидуальных предпринимателей,2023-01-09,1835081.0,в рублях
    средства индивидуальных предпринимателей,2023-01-10,1899879.0,в рублях
    средства индивидуальных предпринимателей,2023-01-11,1900375.0,в рублях
    средства индивидуальных предпринимателей,2023-01-12,1944295.0,в рублях
    средства индивидуальных предпринимателей,2024-01-01,2124506.0,в рублях
    средства индивидуальных предпринимателей,2024-01-02,2053773.0,в рублях
    средства индивидуальных предпринимателей,2024-01-03,2036356.0,в рублях
    средства индивидуальных предпринимателей,2024-01-04,2074785.0,в рублях
    средства индивидуальных предпринимателей,2024-01-05,2060783.0,в рублях
    средства индивидуальных предпринимателей,2024-01-06,2127276.0,в рублях
    средства индивидуальных предпринимателей,2024-01-07,2202601.0,в рублях
    средства индивидуальных предпринимателей,2024-01-08,2220129.0,в рублях
    средства индивидуальных предпринимателей,2024-01-09,2312153.0,в рублях
    средства индивидуальных предпринимателей,2024-01-10,2386972.0,в рублях
    средства индивидуальных предпринимателей,2024-01-11,2360945.0,в рублях
    средства индивидуальных предпринимателей,2024-01-12,2387355.0,в рублях
    средства индивидуальных предпринимателей,2025-01-01,2569263.0,в рублях
    средства индивидуальных предпринимателей,2025-01-02,2507374.0,в рублях
    средства индивидуальных предпринимателей,2025-01-03,2425760.0,в рублях
    средства индивидуальных предпринимателей,2025-01-04,2458364.0,в рублях
    средства индивидуальных предпринимателей,2025-01-05,2362758.0,в рублях
    средства индивидуальных предпринимателей,2025-01-06,2450426.0,в рублях
    средства индивидуальных предпринимателей,2025-01-07,2505968.0,в рублях
    средства индивидуальных предпринимателей,2025-01-08,2528280.0,в рублях
    средства индивидуальных предпринимателей,2025-01-09,2634488.0,в рублях
    средства индивидуальных предпринимателей,2025-01-10,2699039.0,в рублях
    средства индивидуальных предпринимателей,2025-01-11,2674723.0,в рублях
    средства индивидуальных предпринимателей,2025-01-12,2680804.0,в рублях
    средства индивидуальных предпринимателей,2026-01-01,2844242.0,в рублях
    средства индивидуальных предпринимателей,2026-01-02,2739022.0,в рублях
    средства индивидуальных предпринимателей,2026-01-03,2680586.0,в рублях
    средства индивидуальных предпринимателей,2026-01-04,2665471.0,в рублях
    средства индивидуальных предпринимателей,2026-01-05,2558623.0,в рублях
    средства на счетах организаций,2012-01-02,4584222.0,в рублях
    средства на счетах организаций,2012-01-03,4474559.0,в рублях
    средства на счетах организаций,2012-01-04,4503262.0,в рублях
    средства на счетах организаций,2012-01-05,4227689.0,в рублях
    средства на счетах организаций,2012-01-06,4338252.0,в рублях
    средства на счетах организаций,2012-01-07,4311856.0,в рублях
    средства на счетах организаций,2012-01-08,4227390.0,в рублях
    средства на счетах организаций,2012-01-09,4042297.0,в рублях
    средства на счетах организаций,2012-01-10,4168376.0,в рублях
    средства на счетах организаций,2012-01-11,4207215.0,в рублях
    средства на счетах организаций,2012-01-12,4222695.0,в рублях
    средства на счетах организаций,2013-01-01,4607151.0,в рублях
    средства на счетах организаций,2013-01-02,4735340.0,в рублях
    средства на счетах организаций,2013-01-03,4693022.0,в рублях
    средства на счетах организаций,2013-01-04,4750034.0,в рублях
    средства на счетах организаций,2013-01-05,4391888.0,в рублях
    средства на счетах организаций,2013-01-06,4633794.0,в рублях
    средства на счетах организаций,2013-01-07,4802653.0,в рублях
    средства на счетах организаций,2013-01-08,4821673.0,в рублях
    средства на счетах организаций,2013-01-09,4674728.0,в рублях
    средства на счетах организаций,2013-01-10,4832323.0,в рублях
    средства на счетах организаций,2013-01-11,4699120.0,в рублях
    средства на счетах организаций,2013-01-12,4880980.0,в рублях
    средства на счетах организаций,2014-01-01,5358671.0,в рублях
    средства на счетах организаций,2014-01-02,5402247.0,в рублях
    средства на счетах организаций,2014-01-03,5566706.0,в рублях
    средства на счетах организаций,2014-01-04,5551182.0,в рублях
    средства на счетах организаций,2014-01-05,5175460.0,в рублях
    средства на счетах организаций,2014-01-06,5179981.0,в рублях
    средства на счетах организаций,2014-01-07,5334479.0,в рублях
    средства на счетах организаций,2014-01-08,5090179.0,в рублях
    средства на счетах организаций,2014-01-09,4990209.0,в рублях
    средства на счетах организаций,2014-01-10,5076356.0,в рублях
    средства на счетах организаций,2014-01-11,4642266.0,в рублях
    средства на счетах организаций,2014-01-12,5074299.0,в рублях
    средства на счетах организаций,2015-01-01,5348079.0,в рублях
    средства на счетах организаций,2015-01-02,5930027.0,в рублях
    средства на счетах организаций,2015-01-03,5940661.0,в рублях
    средства на счетах организаций,2015-01-04,5900317.0,в рублях
    средства на счетах организаций,2015-01-05,5610773.0,в рублях
    средства на счетах организаций,2015-01-06,5838361.0,в рублях
    средства на счетах организаций,2015-01-07,5770575.0,в рублях
    средства на счетах организаций,2015-01-08,5528459.0,в рублях
    средства на счетах организаций,2015-01-09,5859123.0,в рублях
    средства на счетах организаций,2015-01-10,5747259.0,в рублях
    средства на счетах организаций,2015-01-11,5538031.0,в рублях
    средства на счетах организаций,2015-01-12,5924416.0,в рублях
    средства на счетах организаций,2016-01-01,6070647.0,в рублях
    средства на счетах организаций,2016-01-02,6226654.0,в рублях
    средства на счетах организаций,2016-01-03,6352984.0,в рублях
    средства на счетах организаций,2016-01-04,6661578.0,в рублях
    средства на счетах организаций,2016-01-05,6109098.0,в рублях
    средства на счетах организаций,2016-01-06,6543693.0,в рублях
    средства на счетах организаций,2016-01-07,6479398.0,в рублях
    средства на счетах организаций,2016-01-08,6098973.0,в рублях
    средства на счетах организаций,2016-01-09,6158995.0,в рублях
    средства на счетах организаций,2016-01-10,6052800.0,в рублях
    средства на счетах организаций,2016-01-11,6206316.0,в рублях
    средства на счетах организаций,2016-01-12,6372078.0,в рублях
    средства на счетах организаций,2017-01-01,6532187.0,в рублях
    средства на счетах организаций,2017-01-02,6678369.0,в рублях
    средства на счетах организаций,2017-01-03,6683134.0,в рублях
    средства на счетах организаций,2017-01-04,6324245.0,в рублях
    средства на счетах организаций,2017-01-05,6030583.0,в рублях
    средства на счетах организаций,2017-01-06,6373462.0,в рублях
    средства на счетах организаций,2017-01-07,6358813.0,в рублях
    средства на счетах организаций,2017-01-08,6242791.0,в рублях
    средства на счетах организаций,2017-01-09,6346449.0,в рублях
    средства на счетах организаций,2017-01-10,6310222.0,в рублях
    средства на счетах организаций,2017-01-11,6432530.0,в рублях
    средства на счетах организаций,2017-01-12,6577986.0,в рублях
    средства на счетах организаций,2018-01-01,6730246.0,в рублях
    средства на счетах организаций,2018-01-02,6877356.0,в рублях
    средства на счетах организаций,2018-01-03,6812860.0,в рублях
    средства на счетах организаций,2018-01-04,6772930.0,в рублях
    средства на счетах организаций,2018-01-05,6570489.0,в рублях
    средства на счетах организаций,2018-01-06,6759335.0,в рублях
    средства на счетах организаций,2018-01-07,6861525.0,в рублях
    средства на счетах организаций,2018-01-08,6651270.0,в рублях
    средства на счетах организаций,2018-01-09,6511742.0,в рублях
    средства на счетах организаций,2018-01-10,6591340.0,в рублях
    средства на счетах организаций,2018-01-11,6499391.0,в рублях
    средства на счетах организаций,2018-01-12,6866073.0,в рублях
    средства на счетах организаций,2019-01-01,6759112.0,в рублях
    средства на счетах организаций,2019-01-02,6900712.0,в рублях
    средства на счетах организаций,2019-01-03,6899591.0,в рублях
    средства на счетах организаций,2019-01-04,7046941.0,в рублях
    средства на счетах организаций,2019-01-05,6760418.0,в рублях
    средства на счетах организаций,2019-01-06,6648747.0,в рублях
    средства на счетах организаций,2019-01-07,6938090.0,в рублях
    средства на счетах организаций,2019-01-08,7007523.0,в рублях
    средства на счетах организаций,2019-01-09,7017798.0,в рублях
    средства на счетах организаций,2019-01-10,7315535.0,в рублях
    средства на счетах организаций,2019-01-11,7087413.0,в рублях
    средства на счетах организаций,2019-01-12,7289273.0,в рублях
    средства на счетах организаций,2020-01-01,7511682.0,в рублях
    средства на счетах организаций,2020-01-02,7715862.0,в рублях
    средства на счетах организаций,2020-01-03,7918476.0,в рублях
    средства на счетах организаций,2020-01-04,8464360.0,в рублях
    средства на счетах организаций,2020-01-05,7892314.0,в рублях
    средства на счетах организаций,2020-01-06,7945270.0,в рублях
    средства на счетах организаций,2020-01-07,8423673.0,в рублях
    средства на счетах организаций,2020-01-08,8239666.0,в рублях
    средства на счетах организаций,2020-01-09,8792082.0,в рублях
    средства на счетах организаций,2020-01-10,8913725.0,в рублях
    средства на счетах организаций,2020-01-11,8844291.0,в рублях
    средства на счетах организаций,2020-01-12,9356387.0,в рублях
    средства на счетах организаций,2021-01-01,9152967.0,в рублях
    средства на счетах организаций,2021-01-02,9609946.0,в рублях
    средства на счетах организаций,2021-01-03,9846629.0,в рублях
    средства на счетах организаций,2021-01-04,9868494.0,в рублях
    средства на счетах организаций,2021-01-05,9405983.0,в рублях
    средства на счетах организаций,2021-01-06,10002403.0,в рублях
    средства на счетах организаций,2021-01-07,10345819.0,в рублях
    средства на счетах организаций,2021-01-08,9759975.0,в рублях
    средства на счетах организаций,2021-01-09,9965016.0,в рублях
    средства на счетах организаций,2021-01-10,10002600.0,в рублях
    средства на счетах организаций,2021-01-11,9966863.0,в рублях
    средства на счетах организаций,2021-01-12,10797385.0,в рублях
    средства на счетах организаций,2022-01-01,11163109.0,в рублях
    средства на счетах организаций,2022-01-02,12158318.0,в рублях
    средства на счетах организаций,2022-01-03,12911081.0,в рублях
    средства на счетах организаций,2022-01-04,12934059.0,в рублях
    средства на счетах организаций,2022-01-05,12216057.0,в рублях
    средства на счетах организаций,2022-01-06,12991746.0,в рублях
    средства на счетах организаций,2022-01-07,13306928.0,в рублях
    средства на счетах организаций,2022-01-08,14106441.0,в рублях
    средства на счетах организаций,2022-01-09,14994775.0,в рублях
    средства на счетах организаций,2022-01-10,15399987.0,в рублях
    средства на счетах организаций,2022-01-11,15582081.0,в рублях
    средства на счетах организаций,2022-01-12,15328032.0,в рублях
    средства на счетах организаций,2023-01-01,15335053.0,в рублях
    средства на счетах организаций,2023-01-02,17458767.0,в рублях
    средства на счетах организаций,2023-01-03,17328311.0,в рублях
    средства на счетах организаций,2023-01-04,16389994.0,в рублях
    средства на счетах организаций,2023-01-05,15916917.0,в рублях
    средства на счетах организаций,2023-01-06,16905411.0,в рублях
    средства на счетах организаций,2023-01-07,16688857.0,в рублях
    средства на счетах организаций,2023-01-08,16850137.0,в рублях
    средства на счетах организаций,2023-01-09,17363655.0,в рублях
    средства на счетах организаций,2023-01-10,17169372.0,в рублях
    средства на счетах организаций,2023-01-11,17251423.0,в рублях
    средства на счетах организаций,2023-01-12,17368439.0,в рублях
    средства на счетах организаций,2024-01-01,17350082.0,в рублях
    средства на счетах организаций,2024-01-02,17626346.0,в рублях
    средства на счетах организаций,2024-01-03,17932890.0,в рублях
    средства на счетах организаций,2024-01-04,17720704.0,в рублях
    средства на счетах организаций,2024-01-05,18195151.0,в рублях
    средства на счетах организаций,2024-01-06,17508597.0,в рублях
    средства на счетах организаций,2024-01-07,17578027.0,в рублях
    средства на счетах организаций,2024-01-08,17995446.0,в рублях
    средства на счетах организаций,2024-01-09,17900802.0,в рублях
    средства на счетах организаций,2024-01-10,18299735.0,в рублях
    средства на счетах организаций,2024-01-11,17919672.0,в рублях
    средства на счетах организаций,2024-01-12,17730790.0,в рублях
    средства на счетах организаций,2025-01-01,18267276.0,в рублях
    средства на счетах организаций,2025-01-02,19209745.0,в рублях
    средства на счетах организаций,2025-01-03,19637266.0,в рублях
    средства на счетах организаций,2025-01-04,19369433.0,в рублях
    средства на счетах организаций,2025-01-05,18636636.0,в рублях
    средства на счетах организаций,2025-01-06,18900697.0,в рублях
    средства на счетах организаций,2025-01-07,19249465.0,в рублях
    средства на счетах организаций,2025-01-08,18904105.0,в рублях
    средства на счетах организаций,2025-01-09,19056860.0,в рублях
    средства на счетах организаций,2025-01-10,19044523.0,в рублях
    средства на счетах организаций,2025-01-11,19280790.0,в рублях
    средства на счетах организаций,2025-01-12,19954420.0,в рублях
    средства на счетах организаций,2026-01-01,18895396.0,в рублях
    средства на счетах организаций,2026-01-02,19896299.0,в рублях
    средства на счетах организаций,2026-01-03,20603751.0,в рублях
    средства на счетах организаций,2026-01-04,20626485.0,в рублях
    средства на счетах организаций,2026-01-05,20495851.0,в рублях
"Средства клиентов, всего",2012-01-02,19729596.0,в рублях
"Средства клиентов, всего",2012-01-03,19680941.0,в рублях
"Средства клиентов, всего",2012-01-04,19890781.0,в рублях
"Средства клиентов, всего",2012-01-05,20007147.0,в рублях
"Средства клиентов, всего",2012-01-06,20404098.0,в рублях
"Средства клиентов, всего",2012-01-07,20580671.0,в рублях
"Средства клиентов, всего",2012-01-08,20603406.0,в рублях
"Средства клиентов, всего",2012-01-09,20888309.0,в рублях
"Средства клиентов, всего",2012-01-10,21183648.0,в рублях
"Средства клиентов, всего",2012-01-11,21386448.0,в рублях
"Средства клиентов, всего",2012-01-12,21601152.0,в рублях
"Средства клиентов, всего",2013-01-01,23171690.0,в рублях
"Средства клиентов, всего",2013-01-02,22600314.0,в рублях
"Средства клиентов, всего",2013-01-03,22973286.0,в рублях
"Средства клиентов, всего",2013-01-04,23373017.0,в рублях
"Средства клиентов, всего",2013-01-05,23828717.0,в рублях
"Средства клиентов, всего",2013-01-06,24245460.0,в рублях
"Средства клиентов, всего",2013-01-07,24591877.0,в рублях
"Средства клиентов, всего",2013-01-08,25108313.0,в рублях
"Средства клиентов, всего",2013-01-09,25270859.0,в рублях
"Средства клиентов, всего",2013-01-10,25409189.0,в рублях
"Средства клиентов, всего",2013-01-11,25427685.0,в рублях
"Средства клиентов, всего",2013-01-12,25632253.0,в рублях
"Средства клиентов, всего",2014-01-01,26455843.0,в рублях
"Средства клиентов, всего",2014-01-02,25893917.0,в рублях
"Средства клиентов, всего",2014-01-03,26296030.0,в рублях
"Средства клиентов, всего",2014-01-04,25926701.0,в рублях
"Средства клиентов, всего",2014-01-05,26214210.0,в рублях
"Средства клиентов, всего",2014-01-06,26637995.0,в рублях
"Средства клиентов, всего",2014-01-07,26783814.0,в рублях
"Средства клиентов, всего",2014-01-08,26809136.0,в рублях
"Средства клиентов, всего",2014-01-09,27034041.0,в рублях
"Средства клиентов, всего",2014-01-10,27005319.0,в рублях
"Средства клиентов, всего",2014-01-11,26962599.0,в рублях
"Средства клиентов, всего",2014-01-12,27217527.0,в рублях
"Средства клиентов, всего",2015-01-01,27523646.0,в рублях
"Средства клиентов, всего",2015-01-02,27977502.0,в рублях
"Средства клиентов, всего",2015-01-03,27880893.0,в рублях
"Средства клиентов, всего",2015-01-04,27960687.0,в рублях
"Средства клиентов, всего",2015-01-05,28462168.0,в рублях
"Средства клиентов, всего",2015-01-06,28772874.0,в рублях
"Средства клиентов, всего",2015-01-07,28738687.0,в рублях
"Средства клиентов, всего",2015-01-08,28994291.0,в рублях
"Средства клиентов, всего",2015-01-09,29528080.0,в рублях
"Средства клиентов, всего",2015-01-10,29997798.0,в рублях
"Средства клиентов, всего",2015-01-11,30289953.0,в рублях
"Средства клиентов, всего",2015-01-12,30825888.0,в рублях
"Средства клиентов, всего",2016-01-01,31286296.0,в рублях
"Средства клиентов, всего",2016-01-02,31125464.0,в рублях
"Средства клиентов, всего",2016-01-03,31441561.0,в рублях
"Средства клиентов, всего",2016-01-04,31686509.0,в рублях
"Средства клиентов, всего",2016-01-05,32265859.0,в рублях
"Средства клиентов, всего",2016-01-06,32778954.0,в рублях
"Средства клиентов, всего",2016-01-07,32970597.0,в рублях
"Средства клиентов, всего",2016-01-08,33053178.0,в рублях
"Средства клиентов, всего",2016-01-09,33300947.0,в рублях
"Средства клиентов, всего",2016-01-10,33879190.0,в рублях
"Средства клиентов, всего",2016-01-11,33975638.0,в рублях
